system:index,luas_gain_ha,luas_kota_ha,luas_loss_ha,luas_tetap_nonvegetasi_ha,luas_tetap_vegetasi_ha,luas_vegetasi_2024_ha,luas_vegetasi_2025_ha,pemeriksaan_gain_minus_loss_ha,persen_perubahan_terhadap_2024,persen_vegetasi_2024,persen_vegetasi_2025,perubahan_bersih_ha,.geo
0,1161.3796012342505,30414.180260903955,760.3078316135865,4939.969442159428,23346.57453618092,24149.77530550814,24664.85587300054,401.071769620664,2.1328586331605197,79.40301233945003,81.0965663431215,515.0805674923977,"{""type"":""MultiPoint"",""coordinates"":[]}"
