B2,B3,B4,B8,B11,B12,NDVI,NDWI,NDBI,BSI,class,year,label,random
0.0704,0.0789,0.085,0.177,0.2011,0.1665,0.35114503,-0.38335288,0.06373976,0.07253984,0,2024,non_vegetasi,0.8157921705564964
0.0786,0.0867,0.1174,0.2482,0.21275,0.14705,0.35776806,-0.4822335,-0.07690638,0.0050993296,0,2024,non_vegetasi,0.9869585781181965
0.07235,0.07145,0.08225,0.1167,0.19985,0.1698,0.1731591,-0.24049959,0.2626757,0.19749546,0,2024,non_vegetasi,0.7306258875649178
0.139,0.1457,0.1823,0.1831,0.32105,0.32825,0.0021893778,-0.113746986,0.27362886,0.2195772,0,2024,non_vegetasi,0.2622258814448054
0.1714,0.1678,0.167,0.1844,0.3121,0.3135,0.049516253,-0.047132347,0.25720036,0.14768234,0,2024,non_vegetasi,0.10390642428463048
0.0651,0.0947,0.1012,0.2205,0.27555,0.195,0.37084243,-0.3991117,0.11097671,0.13761607,0,2024,non_vegetasi,0.4566596470573696
0.0549,0.0836,0.0667,0.2708,0.2091,0.2025,0.60474074,-0.5282167,-0.12856846,-0.08295928,0,2024,non_vegetasi,0.18536715861939068
0.08875,0.0968,0.10525,0.1409,0.3012,0.29455,0.14483039,-0.18552798,0.36258766,0.27794373,0,2024,non_vegetasi,0.9317577169999917
0.07225,0.06505,0.0815,0.1101,0.1781,0.14195,0.14926931,-0.2572081,0.23594727,0.17479354,0,2024,non_vegetasi,0.4493631824353359
0.0628,0.0674,0.0876,0.1118,0.2002,0.1704,0.121364094,-0.24776785,0.28333336,0.2448097,0,2024,non_vegetasi,0.025544242498304448
0.1191,0.1464,0.149,0.2252,0.3432,0.32905,0.2036344,-0.21205595,0.20760028,0.17680813,0,2024,non_vegetasi,0.6809714741912255
0.16355,0.177,0.1479,0.424,0.24235,0.18745,0.4827767,-0.41098168,-0.2726045,-0.20177951,0,2024,non_vegetasi,0.4132707248835087
0.07145,0.09755,0.0902,0.309,0.22755,0.1659,0.5480962,-0.5201082,-0.15180317,-0.08980233,0,2024,non_vegetasi,0.6394293009919896
0.0625,0.1082,0.088,0.3416,0.3146,0.2012,0.5903166,-0.5188973,-0.041146006,-0.0018594404,0,2024,non_vegetasi,0.1102830271611499
0.14855,0.1607,0.14,0.3818,0.2384,0.18895,0.46339592,-0.4075576,-0.23121573,-0.1672077,0,2024,non_vegetasi,0.6639136128379919
0.23405,0.2437,0.22035,0.468,0.33665,0.2536,0.35977337,-0.31516087,-0.16323864,-0.1152059,0,2024,non_vegetasi,0.2712341262941186
0.0854,0.0828,0.0907,0.1508,0.1851,0.1506,0.2488613,-0.2910959,0.102113724,0.07734375,0,2024,non_vegetasi,0.6214178042361611
0.1354,0.1476,0.1258,0.4038,0.22045,0.1467,0.52492446,-0.4646355,-0.29371247,-0.21791181,0,2024,non_vegetasi,0.34782197317475605
0.2464,0.2154,0.2296,0.2298,0.2461,0.2178,4.3535783E-4,-0.032345027,0.034250878,-5.2527414E-4,0,2024,non_vegetasi,0.32290187651091484
0.0934,0.111,0.1352,0.1885,0.24145,0.19795,0.16465867,-0.2587646,0.12315384,0.14387669,0,2024,non_vegetasi,0.29967629567873166
0.0134,0.0247,0.0113,0.227,0.0915,0.0381,0.90516156,-0.8037346,-0.4254317,-0.4009324,1,2025,vegetasi,0.5265791966873159
0.0202,0.0436,0.0161,0.2998,0.1232,0.0536,0.898069,-0.7460687,-0.41749412,-0.39342478,1,2025,vegetasi,0.8004260444771405
0.0265,0.0573,0.02355,0.4198,0.1883,0.0814,0.8937634,-0.75979877,-0.38069397,-0.3562258,1,2025,vegetasi,0.9154627824197106
0.0224,0.03815,0.0173,0.289,0.11895,0.0499,0.8870388,-0.76677364,-0.41684029,-0.39126548,1,2025,vegetasi,0.9577227689013199
0.04045,0.0744,0.0268,0.498,0.19735,0.08575,0.89786583,-0.7400419,-0.43237218,-0.41214266,1,2025,vegetasi,0.9380295816404275
0.0197,0.0434,0.0173,0.3254,0.1302,0.05325,0.89903706,-0.76464206,-0.428446,-0.40113682,1,2025,vegetasi,0.69299528108615
0.0234,0.0536,0.0209,0.3896,0.1802,0.0738,0.898173,-0.75812274,-0.36749738,-0.34505782,1,2025,vegetasi,0.3351770669276183
0.0248,0.0492,0.0198,0.32,0.1249,0.0499,0.8834609,-0.7334778,-0.4385255,-0.40878448,1,2025,vegetasi,0.1332817668357279
0.02455,0.05435,0.02205,0.3828,0.13545,0.05845,0.8910708,-0.75134397,-0.4772793,-0.44232982,1,2025,vegetasi,0.8880079667221119
0.02005,0.0414,0.01715,0.2683,0.11865,0.0478,0.8798388,-0.7326445,-0.38674247,-0.3596605,1,2025,vegetasi,0.7473930019934697
0.0231,0.04805,0.02125,0.322,0.12435,0.05465,0.8761835,-0.74030536,-0.44281393,-0.40656206,1,2025,vegetasi,0.23402431298038018
0.05035,0.0694,0.0396,0.4054,0.20105,0.0903,0.8220225,-0.7076664,-0.336961,-0.30887422,1,2025,vegetasi,0.6896076840626365
0.0258,0.04235,0.01735,0.2935,0.154,0.0615,0.8883706,-0.74780405,-0.31173185,-0.3015388,1,2025,vegetasi,0.4328416703406922
0.028,0.0449,0.0223,0.356,0.1853,0.0694,0.88210416,-0.776004,-0.31535196,-0.29817447,1,2025,vegetasi,0.7031068203519558
0.02945,0.05125,0.025,0.367,0.15715,0.06445,0.872449,-0.7549313,-0.4003625,-0.3703768,1,2025,vegetasi,0.21252389119144532
0.0312,0.0401,0.01685,0.2784,0.12355,0.054,0.88585943,-0.74819463,-0.38524693,-0.37600002,1,2025,vegetasi,0.29249710871741696
0.0213,0.0474,0.0161,0.3208,0.1341,0.054,0.9044227,-0.74253124,-0.41041985,-0.38980296,1,2025,vegetasi,0.3112966123545492
0.0323,0.0626,0.0202,0.4828,0.164,0.0677,0.9196819,-0.77044374,-0.49288806,-0.47318748,1,2025,vegetasi,0.8746921809873583
0.0729,0.07995,0.0648,0.275,0.1541,0.1015,0.6185992,-0.54951406,-0.28175253,-0.22759351,1,2025,vegetasi,0.12601962320443538
0.0342,0.0572,0.028,0.426,0.1762,0.0725,0.876652,-0.76324505,-0.41481236,-0.38531005,1,2025,vegetasi,0.021134464761649818
0.0125,0.0214,0.0086,0.1936,0.08,0.031,0.9149357,-0.8009302,-0.41520467,-0.39871055,1,2025,vegetasi,0.6898592203443036
0.0209,0.0342,0.0162,0.2586,0.1006,0.0437,0.88209605,-0.7663934,-0.43986636,-0.41054758,1,2025,vegetasi,0.5318967035169812
0.0187,0.0353,0.0167,0.257,0.1501,0.061,0.8779686,-0.7584673,-0.26258907,-0.24610172,1,2025,vegetasi,0.25111878786165986
0.0269,0.0517,0.02335,0.378,0.1648,0.0656,0.8836427,-0.759367,-0.39277816,-0.3654835,1,2025,vegetasi,0.7698160793020206
0.02205,0.04625,0.01695,0.357,0.12535,0.04935,0.90934616,-0.77061373,-0.48025292,-0.45410952,1,2025,vegetasi,0.9884339227309628
0.02885,0.0517,0.0204,0.4142,0.1811,0.07745,0.9061206,-0.77806395,-0.3915673,-0.3747576,1,2025,vegetasi,0.7637586425591762
0.0361,0.0522,0.0262,0.3039,0.1514,0.07275,0.84126025,-0.70682395,-0.334944,-0.3137558,1,2025,vegetasi,0.9644336083306275
0.0195,0.0305,0.0117,0.2766,0.1231,0.045,0.91883457,-0.80136764,-0.38403803,-0.37433282,1,2025,vegetasi,0.46539640288204864
0.02525,0.0488,0.02115,0.3712,0.1581,0.06725,0.8921881,-0.7676191,-0.40260723,-0.37727985,1,2025,vegetasi,0.5824107956190535
0.0295,0.0574,0.0249,0.418,0.1323,0.0524,0.8875593,-0.7585192,-0.51917136,-0.48007277,1,2025,vegetasi,0.30581277234975845
0.0256,0.0414,0.019,0.3032,0.1706,0.0647,0.8820608,-0.7597214,-0.27986494,-0.26851854,1,2025,vegetasi,0.45889334562652917
0.022,0.0415,0.01625,0.3616,0.1314,0.0532,0.91398704,-0.79409575,-0.46693712,-0.44414118,1,2025,vegetasi,0.7610209841770186
0.0248,0.04365,0.0183,0.2967,0.1284,0.0499,0.8838095,-0.74349934,-0.39590687,-0.37334472,1,2025,vegetasi,0.04368576025463278
0.0261,0.0477,0.0208,0.31,0.1268,0.0514,0.8742443,-0.73329604,-0.41941392,-0.38970438,1,2025,vegetasi,0.9326697994373436
0.0218,0.0342,0.0131,0.2402,0.1129,0.0494,0.8965653,-0.75072885,-0.3605211,-0.35051548,1,2025,vegetasi,0.6387388323292044
0.0214,0.0414,0.0178,0.3124,0.1286,0.0557,0.8921866,-0.76596946,-0.41678005,-0.39025408,1,2025,vegetasi,0.7594723406831629
0.03085,0.0497,0.0241,0.3984,0.1512,0.0626,0.8859172,-0.7781745,-0.4497817,-0.42006454,1,2025,vegetasi,0.8440024991437641
0.019,0.036,0.0169,0.3112,0.1363,0.0594,0.8969826,-0.79262674,-0.390838,-0.3661564,1,2025,vegetasi,0.6969196909609674
0.0262,0.0458,0.0213,0.33,0.1244,0.0493,0.87873614,-0.75625336,-0.45246482,-0.4194063,1,2025,vegetasi,0.6205026253276824
0.03175,0.0608,0.0221,0.4478,0.15035,0.0638,0.90593743,-0.7609123,-0.49728328,-0.47101226,1,2025,vegetasi,0.7149978855116541
0.02575,0.0449,0.02125,0.348,0.1242,0.0508,0.8849018,-0.7714431,-0.4739517,-0.43971494,1,2025,vegetasi,0.8629077861409046
0.04945,0.0699,0.0371,0.461,0.1891,0.07925,0.8510339,-0.7366736,-0.41824335,-0.38586846,1,2025,vegetasi,0.5074869114721029
0.0272,0.046,0.0384,0.2942,0.1245,0.0596,0.769092,-0.72957087,-0.40530214,-0.3272765,1,2025,vegetasi,0.7201423791327517
0.02515,0.04215,0.02475,0.3143,0.15445,0.0719,0.85400385,-0.7635012,-0.34101334,-0.30897522,1,2025,vegetasi,0.24081609651578684
0.0301,0.0691,0.0298,0.3544,0.155,0.0776,0.8448725,-0.6736718,-0.39144093,-0.35078168,1,2025,vegetasi,0.48798132988797205
0.02495,0.0491,0.0213,0.3846,0.16,0.06555,0.895048,-0.7735762,-0.4124128,-0.3863079,1,2025,vegetasi,0.45301056376284443
0.0289,0.06665,0.02885,0.3354,0.16605,0.0674,0.8415923,-0.66844916,-0.33772057,-0.30293274,1,2025,vegetasi,0.4455150623728983
0.0272,0.0434,0.0199,0.2712,0.1225,0.0503,0.8632772,-0.7240941,-0.37769875,-0.35390198,1,2025,vegetasi,0.22839244761201216
0.0297,0.0608,0.026,0.3912,0.1587,0.0685,0.87535954,-0.7309734,-0.42280415,-0.39002642,1,2025,vegetasi,0.9895039446284599
0.0245,0.0468,0.0185,0.4312,0.1445,0.059,0.91772294,-0.8041841,-0.4980024,-0.4730887,1,2025,vegetasi,0.9821414150051745
0.02685,0.05945,0.02415,0.4172,0.157,0.0631,0.8905631,-0.7505507,-0.4531522,-0.42050543,1,2025,vegetasi,0.5748393517192788
0.0225,0.0438,0.019,0.39,0.1419,0.0584,0.9070905,-0.79806364,-0.46644104,-0.43878618,1,2025,vegetasi,0.1368180298359596
0.0245,0.0505,0.0211,0.4084,0.185,0.0781,0.9017462,-0.7799085,-0.37647456,-0.35492957,1,2025,vegetasi,0.4263470912295082
0.03535,0.0592,0.02585,0.3864,0.14095,0.05785,0.8745907,-0.73429084,-0.46544045,-0.43318328,1,2025,vegetasi,0.3415855066068456
0.022,0.048,0.0187,0.3756,0.1536,0.0627,0.9051484,-0.7733711,-0.41950113,-0.39533252,1,2025,vegetasi,0.6759769738046061
0.03735,0.0592,0.02435,0.3211,0.1682,0.07665,0.85902447,-0.6886668,-0.3124872,-0.30108893,1,2025,vegetasi,0.31246837341771005
0.0429,0.0793,0.04905,0.3826,0.24955,0.13595,0.77273256,-0.65663564,-0.21047221,-0.17525205,1,2025,vegetasi,0.422304827750943
0.0241,0.047,0.0196,0.3504,0.1378,0.059,0.89405406,-0.76346254,-0.4354773,-0.40815943,1,2025,vegetasi,0.5859592129935034
0.0231,0.0403,0.0187,0.3196,0.1478,0.0616,0.8894472,-0.7760489,-0.36756524,-0.34603298,1,2025,vegetasi,0.37505288319262053
0.031,0.0567,0.0295,0.3884,0.1859,0.0823,0.8588179,-0.7452258,-0.35260314,-0.32136104,1,2025,vegetasi,0.9791980474757377
0.0345,0.0644,0.0308,0.4084,0.1958,0.0789,0.85974497,-0.72758037,-0.35187024,-0.3230769,1,2025,vegetasi,0.3753381635198708
0.0303,0.0561,0.0273,0.364,0.1632,0.0664,0.8604651,-0.7329207,-0.3808801,-0.3484952,1,2025,vegetasi,0.10520076557790903
0.0282,0.0526,0.02585,0.3156,0.1466,0.0602,0.8485869,-0.71428573,-0.3656426,-0.33191288,1,2025,vegetasi,0.12433151359754613
0.0388,0.0781,0.0288,0.4628,0.1701,0.0722,0.8828316,-0.71122205,-0.46247432,-0.4321199,1,2025,vegetasi,0.7546547895805255
0.02395,0.05425,0.0226,0.3918,0.1246,0.05445,0.89092666,-0.75675374,-0.51742834,-0.47704056,1,2025,vegetasi,0.2886852526139879
0.029,0.0622,0.0258,0.3508,0.1741,0.075,0.8629846,-0.69878936,-0.33663556,-0.31033295,1,2025,vegetasi,0.03811005934738543
0.0215,0.0478,0.02,0.3608,0.1345,0.0541,0.89495796,-0.7660304,-0.45689481,-0.42436662,1,2025,vegetasi,0.38042864753181416
0.0216,0.0308,0.0135,0.2662,0.1411,0.0559,0.903468,-0.7925926,-0.3071446,-0.301085,1,2025,vegetasi,0.1135055161807369
0.0285,0.04705,0.0239,0.3634,0.16805,0.0716,0.8765815,-0.77073944,-0.36757925,-0.3424681,1,2025,vegetasi,0.1579539664758589
0.02295,0.04455,0.0176,0.3026,0.12535,0.0533,0.8900687,-0.7433386,-0.4141839,-0.38975453,1,2025,vegetasi,0.23722663786442966
0.04165,0.06385,0.04475,0.3174,0.15065,0.07775,0.75286484,-0.6650492,-0.3562654,-0.29515737,1,2025,vegetasi,0.9199257931450154
0.0262,0.0586,0.0267,0.3062,0.1739,0.077,0.83959144,-0.67872804,-0.2755676,-0.24727957,1,2025,vegetasi,0.6502475419856233
0.0273,0.0475,0.0225,0.3896,0.1777,0.0723,0.8908032,-0.78265846,-0.3735237,-0.35115865,1,2025,vegetasi,0.49291509076256823
0.0194,0.0394,0.0171,0.3668,0.1346,0.053,0.9109143,-0.8060069,-0.46310332,-0.43595466,1,2025,vegetasi,0.476477141143661
0.0277,0.044,0.0219,0.3768,0.124,0.0481,0.890143,-0.79087454,-0.50479233,-0.4698401,1,2025,vegetasi,0.4272493158048095
0.02285,0.04185,0.01955,0.3526,0.1634,0.06735,0.89493483,-0.7878058,-0.3666667,-0.34473497,1,2025,vegetasi,0.28592892363451117
0.02405,0.043,0.01555,0.2873,0.12945,0.05355,0.8973089,-0.73963064,-0.37876424,-0.36452284,1,2025,vegetasi,0.10167576003726131
0.0258,0.0522,0.0229,0.34,0.1242,0.0522,0.87379444,-0.7338093,-0.46488583,-0.4263989,1,2025,vegetasi,0.7065969792206214
0.02785,0.0674,0.0266,0.3734,0.186,0.0855,0.867,-0.69419235,-0.33500177,-0.30732262,1,2025,vegetasi,0.7216574260420343
0.0217,0.0479,0.019,0.3576,0.1452,0.061,0.8990972,-0.76374847,-0.42243436,-0.39576817,1,2025,vegetasi,0.9765820016466994
0.04355,0.0755,0.06205,0.3172,0.2374,0.1206,0.6727752,-0.61548257,-0.1438875,-0.09285066,1,2025,vegetasi,0.1286141745659266
0.022,0.0427,0.0198,0.2802,0.1026,0.0447,0.86800003,-0.73552185,-0.46394986,-0.42345738,1,2025,vegetasi,0.8946783391088216
0.0675,0.085,0.06055,0.3225,0.16855,0.0928,0.68385327,-0.5828221,-0.31351185,-0.2598934,1,2025,vegetasi,0.11685703473202058
0.0545,0.0828,0.0522,0.326,0.1682,0.0901,0.7239556,-0.59491193,-0.31930393,-0.2664337,1,2025,vegetasi,0.35414775776168583
0.0338,0.0554,0.04,0.3308,0.1877,0.0922,0.78425026,-0.71310204,-0.27598843,-0.23113286,1,2025,vegetasi,0.23546916709589572
0.0224,0.0488,0.0225,0.3584,0.1462,0.0662,0.88185877,-0.76031435,-0.4205311,-0.38598725,1,2025,vegetasi,0.15141813550776184
0.02415,0.0513,0.0213,0.4112,0.16525,0.06645,0.9015029,-0.7781622,-0.4266632,-0.4000643,1,2025,vegetasi,0.19151424234796022
0.027,0.0561,0.0301,0.324,0.1764,0.0804,0.8299915,-0.70481455,-0.29496402,-0.25919282,1,2025,vegetasi,0.6751375399254088
0.0286,0.0552,0.0288,0.3544,0.132,0.06,0.84968686,-0.73046875,-0.45723686,-0.4086061,1,2025,vegetasi,0.23598984831849967
0.0292,0.0562,0.035,0.3352,0.17755,0.07705,0.810913,-0.7128258,-0.30745977,-0.26319438,1,2025,vegetasi,0.5516686599480032
0.03715,0.07015,0.04485,0.3099,0.1885,0.09505,0.7471459,-0.63083804,-0.24357943,-0.19589935,1,2025,vegetasi,0.4866983759767044
0.0266,0.0436,0.018,0.332,0.1586,0.064,0.8971429,-0.7678381,-0.35344473,-0.34005976,1,2025,vegetasi,0.6165201653612067
0.0271,0.0513,0.0198,0.402,0.1569,0.0659,0.90611666,-0.7736598,-0.43853998,-0.41663915,1,2025,vegetasi,0.33544661317137126
0.0298,0.0572,0.0318,0.2438,0.1648,0.0792,0.7692308,-0.61993355,-0.19334312,-0.16376008,1,2025,vegetasi,0.295520954033328
0.02675,0.0543,0.0223,0.4748,0.20225,0.08305,0.91027963,-0.7947458,-0.4025552,-0.38149014,1,2025,vegetasi,0.24880623600772467
0.0165,0.0342,0.0176,0.2934,0.1218,0.04775,0.88681674,-0.7912088,-0.4132948,-0.37947917,1,2025,vegetasi,4.009752739706496E-4
0.0172,0.0334,0.0147,0.322,0.1223,0.0492,0.91268194,-0.8120428,-0.4494711,-0.4246115,1,2025,vegetasi,0.8938694302811552
0.03355,0.0643,0.04485,0.2475,0.21785,0.10905,0.693176,-0.5875561,-0.06371549,-0.033747137,1,2025,vegetasi,0.6362199415620435
0.0224,0.0473,0.0225,0.3692,0.1598,0.0679,0.88511616,-0.77286917,-0.3958412,-0.3646977,1,2025,vegetasi,0.13048413909852585
0.0232,0.0459,0.02055,0.3508,0.17325,0.07955,0.88932276,-0.76859087,-0.33880356,-0.31736526,1,2025,vegetasi,0.2529778727845807
0.0505,0.0798,0.05025,0.3304,0.2063,0.12815,0.73597795,-0.6109215,-0.23122784,-0.1950741,0,2025,non_vegetasi,0.1471896859263122
0.1044,0.1177,0.1462,0.2336,0.2476,0.2147,0.23012112,-0.32991746,0.029093929,0.07625034,0,2025,non_vegetasi,0.7081877907607894
0.05155,0.0745,0.06435,0.2174,0.2,0.1441,0.54321206,-0.48955122,-0.041686624,-0.008625532,0,2025,non_vegetasi,0.17118600481589763
0.134,0.1552,0.1676,0.349,0.371,0.2257,0.35114208,-0.38437128,0.030555535,0.05442442,0,2025,non_vegetasi,0.9001499613990801
0.126,0.1198,0.1288,0.2468,0.3562,0.3164,0.31416398,-0.34642664,0.1814262,0.13079973,0,2025,non_vegetasi,0.06638965179403455
0.072,0.1038,0.106,0.2816,0.21035,0.1604,0.45304438,-0.46133888,-0.14483178,-0.05560115,0,2025,non_vegetasi,0.6637492759902643
0.0534,0.0749,0.077,0.2688,0.1933,0.114,0.55465585,-0.56415474,-0.16338454,-0.087594934,0,2025,non_vegetasi,0.5004761092803585
0.0236,0.0445,0.0272,0.3168,0.2009,0.1279,0.8418605,-0.7536673,-0.22387482,-0.19753738,0,2025,non_vegetasi,0.04783600771502483
0.03565,0.05665,0.03505,0.296,0.1772,0.10515,0.7882495,-0.67871827,-0.25105664,-0.21952564,0,2025,non_vegetasi,0.8462500870201627
0.05945,0.0676,0.0756,0.1137,0.222,0.18465,0.20126785,-0.25427473,0.32260945,0.26436538,0,2025,non_vegetasi,0.16662527303708896
0.166,0.1631,0.1618,0.188,0.352,0.35425,0.074899934,-0.07091994,0.30370373,0.18414383,0,2025,non_vegetasi,0.2987018821029428
0.0536,0.0758,0.05175,0.3288,0.22905,0.14115,0.7280252,-0.62530893,-0.1788115,-0.15319662,0,2025,non_vegetasi,0.05736231501357303
0.0884,0.1082,0.112,0.2267,0.2338,0.16705,0.33864775,-0.35383695,0.015418027,0.04645182,0,2025,non_vegetasi,0.1902492135186633
0.0492,0.0712,0.062,0.2402,0.1845,0.1362,0.5896757,-0.54271036,-0.13115141,-0.08005226,0,2025,non_vegetasi,0.9789790489480861
0.0869,0.1096,0.1019,0.226,0.2265,0.15,0.37846905,-0.34684148,0.0011049911,0.024169657,0,2025,non_vegetasi,0.17704519831875065
0.0392,0.0825,0.0396,0.396,0.2314,0.1398,0.8181818,-0.6551724,-0.26235256,-0.23251204,0,2025,non_vegetasi,0.3714191906714317
0.0778,0.084,0.095,0.1378,0.172,0.1366,0.18384878,-0.24256085,0.110393845,0.10650645,0,2025,non_vegetasi,0.8980092321030785
0.104,0.1244,0.1825,0.2708,0.3212,0.27965,0.19479372,-0.37044534,0.08513517,0.1467274,0,2025,non_vegetasi,0.7318590249451057
0.0848,0.0918,0.1008,0.2043,0.2577,0.2359,0.33923304,-0.37993923,0.1155844,0.10716491,0,2025,non_vegetasi,0.5666589296685188
0.0619,0.07225,0.0811,0.129,0.2036,0.1751,0.22798663,-0.28198755,0.22429349,0.19722459,0,2025,non_vegetasi,0.3590220442648371
0.1094,0.1078,0.1282,0.1992,0.2399,0.2045,0.21686015,-0.2977199,0.09268957,0.087926686,0,2025,non_vegetasi,0.82792869615605
0.0636,0.0732,0.0754,0.2112,0.1868,0.144,0.47383112,-0.48523206,-0.06130652,-0.023463681,0,2025,non_vegetasi,0.39829712798208405
0.04345,0.06145,0.05935,0.257,0.2107,0.14385,0.6247827,-0.61406815,-0.09899507,-0.053286586,0,2025,non_vegetasi,0.28515454858387423
0.038,0.0638,0.0496,0.2762,0.2043,0.1212,0.69551873,-0.62470585,-0.14963579,-0.10614327,0,2025,non_vegetasi,0.6318051176644892
0.0774,0.07355,0.0848,0.1477,0.2365,0.22035,0.27053764,-0.33514124,0.23112962,0.1760615,0,2025,non_vegetasi,0.06990837507312875
0.1006,0.1094,0.1208,0.1598,0.2132,0.186,0.13898785,-0.1872214,0.14316356,0.12382237,0,2025,non_vegetasi,0.4392204853366628
0.1949,0.2002,0.2252,0.2368,0.35565,0.35095,0.025108231,-0.08375285,0.20060766,0.14730136,0,2025,non_vegetasi,0.18501932903767138
0.0874,0.1108,0.1118,0.1874,0.2593,0.2435,0.2526738,-0.2568746,0.16095813,0.14909428,0,2025,non_vegetasi,0.2935265366511083
0.09705,0.1189,0.1045,0.2502,0.2219,0.17465,0.41076967,-0.35573015,-0.05994493,-0.030950794,0,2025,non_vegetasi,0.01413449728763505
0.0693,0.075,0.0847,0.1392,0.2072,0.1649,0.24341223,-0.29971987,0.19630486,0.16666667,0,2025,non_vegetasi,0.35420592917083227
0.0386,0.0578,0.0634,0.1494,0.1788,0.1696,0.40413532,-0.44208494,0.089579545,0.12598792,0,2025,non_vegetasi,0.7654511799516728
0.0771,0.0982,0.0952,0.1788,0.2286,0.2,0.30510947,-0.29097474,0.12223857,0.11712954,0,2025,non_vegetasi,0.8131924643340205
0.063,0.0784,0.07705,0.2607,0.2324,0.17135,0.54374534,-0.5375995,-0.057391986,-0.022506496,0,2025,non_vegetasi,0.9966673864944615
0.02665,0.06465,0.0383,0.3083,0.2348,0.1287,0.77899593,-0.6533047,-0.13533418,-0.1017186,0,2025,non_vegetasi,0.48053446756413654
0.0352,0.0723,0.0394,0.2912,0.219,0.10875,0.7616455,-0.6022008,-0.14151315,-0.116279095,0,2025,non_vegetasi,0.6528115928589336
0.0882,0.109,0.09,0.1812,0.1904,0.1334,0.33628318,-0.24879394,0.024757823,0.020007288,0,2025,non_vegetasi,0.010731075914689914
0.06285,0.095,0.0866,0.3108,0.23825,0.1681,0.5641671,-0.53178906,-0.1321373,-0.069863975,0,2025,non_vegetasi,0.6718062933529119
0.0468,0.0749,0.0556,0.2276,0.2065,0.1502,0.6073446,-0.50479335,-0.048606314,-0.022926375,0,2025,non_vegetasi,0.7854120571649558
0.05865,0.06195,0.0616,0.1442,0.1752,0.1352,0.40136054,-0.39898133,0.09705699,0.07722053,0,2025,non_vegetasi,0.7741090138435524
0.0336,0.0643,0.04385,0.326,0.19675,0.11595,0.76287687,-0.6705099,-0.24725012,-0.19826725,0,2025,non_vegetasi,0.9493107343988175
0.06295,0.06955,0.0643,0.2286,0.197,0.14725,0.5609423,-0.5334563,-0.07424812,-0.054716468,0,2025,non_vegetasi,0.37275433843123806
0.0209,0.04725,0.0217,0.3802,0.1816,0.09035,0.89201295,-0.77892154,-0.35350657,-0.3272667,0,2025,non_vegetasi,0.8704005988349097
0.0805,0.08535,0.1385,0.2111,0.2821,0.2296,0.20766588,-0.4241862,0.14395782,0.1811289,0,2025,non_vegetasi,0.5624693748625744
0.1856,0.2023,0.2089,0.333,0.41115,0.39605,0.22900903,-0.24416216,0.10501915,0.08909675,0,2025,non_vegetasi,0.6231990692478907
0.0626,0.0746,0.0951,0.2004,0.2867,0.2576,0.35634518,-0.4574545,0.17717104,0.1842432,0,2025,non_vegetasi,0.04419007386451557
0.0845,0.09745,0.118,0.1541,0.2707,0.22855,0.13267182,-0.22520372,0.27448213,0.23927946,0,2025,non_vegetasi,0.006298712714509991
0.1052,0.1274,0.1366,0.2544,0.2629,0.2286,0.3012788,-0.33263493,0.016431432,0.052562222,0,2025,non_vegetasi,0.28552082757196084
0.0492,0.0646,0.0662,0.1976,0.3165,0.2961,0.49810463,-0.5072464,0.23127796,0.21588562,0,2025,non_vegetasi,0.5817077988405696
0.09225,0.09935,0.0898,0.2356,0.20655,0.1426,0.4480639,-0.40677714,-0.06570167,-0.050464578,0,2025,non_vegetasi,0.15452367345728946
0.1797,0.177,0.1753,0.1865,0.2057,0.18685,0.030956319,-0.026134793,0.04895461,0.019807277,0,2025,non_vegetasi,0.606783093063558
0.0461,0.0597,0.0706,0.1643,0.2124,0.17455,0.39889312,-0.46696427,0.12768784,0.1471423,0,2025,non_vegetasi,0.7553862421093688
0.1048,0.118,0.1184,0.1682,0.1891,0.1679,0.17376134,-0.17540182,0.05849425,0.059431516,0,2025,non_vegetasi,0.3383960239527821
0.10065,0.1022,0.0998,0.2396,0.20695,0.14985,0.41190338,-0.40198946,-0.07311613,-0.05177745,0,2025,non_vegetasi,0.5217766042348992
0.0955,0.1157,0.1024,0.2299,0.2514,0.2185,0.38368946,-0.33043984,0.044670667,0.041813884,0,2025,non_vegetasi,0.6312460627134507
0.1066,0.1016,0.1328,0.1454,0.1975,0.1699,0.045291174,-0.17732795,0.15193935,0.13446677,0,2025,non_vegetasi,0.9280417056585067
0.0585,0.06345,0.0731,0.1147,0.16825,0.1251,0.22151223,-0.2876789,0.18925604,0.16439512,0,2025,non_vegetasi,0.10053484146047409
0.072,0.1007,0.0924,0.2558,0.2103,0.1372,0.46927056,-0.43506312,-0.09761856,-0.039809685,0,2025,non_vegetasi,0.03941807791307761
0.0866,0.08455,0.10725,0.1546,0.20225,0.168,0.1808287,-0.29291236,0.13352951,0.12402399,0,2025,non_vegetasi,0.22952520282051192
0.0476,0.0596,0.0678,0.1522,0.1851,0.1591,0.38363636,-0.4372049,0.0975393,0.117296234,0,2025,non_vegetasi,0.007359050399878941
0.112,0.1216,0.1262,0.1946,0.2029,0.175,0.21321695,-0.23086654,0.020880518,0.035394065,0,2025,non_vegetasi,0.4177805623967419
0.025,0.0449,0.0316,0.2744,0.1514,0.0741,0.79346406,-0.7187598,-0.288868,-0.24129353,0,2025,non_vegetasi,0.7983415660656997
0.1234,0.1135,0.113,0.209,0.18655,0.14355,0.29813668,-0.29612404,-0.056756414,-0.051981967,0,2025,non_vegetasi,0.5668919596518713
